Year	1	7	18
1979	0	0	0
1980	0	0	0
1981	0	0	0
1982	0	0	0
1983	0	0	0
1984	0	0	0
1985	3878.114967	541.2329976	1826.172035
1986	6054.111362	1535.117072	3502.041566
1987	11511.38427	1553.111906	4030.473822
1988	14276.25811	4340.066896	3909.024993
1989	11533.96517	5696.262383	4280.162448
1990	24411.10642	11603.54174	9858.491833
1991	32303.16428	13824.8799	15348.38583
1992	21142.32567	8122.551567	7546.472764
1993	14516.2205	11824.69997	6569.259531
1994	9184.841351	13102.43625	6897.5524
1995	23044.99822	21583.8424	14171.49938
1996	33871.34744	28857.06485	18533.6877
1997	24464.50662	13622.49406	18218.95321
1998	8576.786623	10154.40445	8710.208926
1999	13477.75834	19776.74907	18923.30258
2000	24754.06352	30309.36882	21733.78798
2001	24588.11383	26661.1805	27565.64567
2002	27176.20465	18192.13511	24033.08024
2003	23312.39664	15840.45071	20131.09265
2004	32782.43493	24307.57907	25159.40115
2005	30748.05884	11290.27353	22287.64674
2006	17073.76203	15523.20148	15795.56082
2007	26251.28443	21587.82361	20552.20701
2008	24742.38776	24712.95099	16660.44399
2009	16455.89056	24009.64103	21441.73015
2010	17212.0024	22171.76179	14065.30392
2011	21625.89695	31339.97103	12614.28228
2012	17191.80501	25398.71255	8776.085427
2013	14702.08918	37770.60242	13085.66952
2014	14826.9685	28782.13163	12991.10473
2015	18557.14996	34951.6823	14584.81305
2016	10391.18587	16425.61125	8287.158861
